gene_id	m_subsystem	seq_file	seq_mapped_pdbs	struct_is_experimental	struct_pdb	uniprot_id	Copies_Glucose	Copies_LB	A14_07032	A14_07033	A14_07034	A14_07036	A14_07037	A14_07038	A14_07040	A14_07041	A14_07042	A14_07044	A14_07045	A14_07046	A14_07048	A14_07049	A14_07050	A14_07052	A14_07053	A14_07054	A14_07056	A14_07057	A14_07058	A14_07060	A14_07061	A14_07062	A14_07064	A14_07065	A14_07066	A14_07068	A14_07069	A14_07070	A14_07072	A14_07073	A14_07074	A14_07076	A14_07077	A14_07078	A14_07080	A14_07081	A14_07082	A14_07084	A14_07085	A14_07086	A14_07088	A14_07089	A14_07090	A14_07092	A14_07093	A14_07094	A14_07096	A14_07097	A14_07098	A14_07100	A14_07101	A14_07102	A14_07109	A14_07110	A14_07111	A14_07113	A14_07114	A14_07115	A14_07117	A14_07118	A14_07119	A14_07121	A14_07122	A14_07123	A14_07125	A14_07126	A14_07127
b3093	"Transport, Inner Membrane"	P0AA78.fasta		FALSE		P0AA78	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b0241	"Transport, Outer Membrane Porin"	P02932.fasta	1PHO	FALSE		P02932	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b0929	"Transport, Outer Membrane Porin"	P02931.fasta	4JFB;4GCS;2OMF;1GFP;4LSH;1MPF;1OPF;4GCQ;1HXX;2ZLD;3HWB;2ZFG;4GCP;4LSF;3POQ;3POX;4LSE;1GFO;1HXU;3HW9;3FYX;1GFQ;4LSI;1GFM;3K1B;1BT9;1GFN;3K19;4D5U;1HXT;3POU;3O0E	TRUE	2zfg	P02931	25214	18617	0.007986498	0.008605269	0.009121393	0.01381641	0.012977421	0.012998006	0.035736899	0.037576169	0.033921168	0.011354369	0.008360076	0.011429677	0.020837678	0.018893555	0.018230866	0.023081949	0.02296473	0.018336463	0.019864888	0.018661828	0.019814661	0.014842973	0.015435737	0.011099401	0.024218135	0.02325283	0.024833893	0.022938705	0.024506761	0.025141807	0.018298739	0.018388835	0.017948559	0.012601907	0.013920778	0.013625467	0.004091897	0.004408394	0.004386778	0.004718225	0.004787074	0.004658248	0.011475393	0.01256222	0.01318405	0.00625275	0.005969905	0.006133041	0.004669693	0.003472356	0.005978725	0.006573473	0.006506253	0.006846866	0.012106259	0.012531062	0.01301859	0.016238311	0.016757606	0.018750995	0.010682638	0.010884863	0.010402775	0.020339448	0.015501176	0.014974983	0.016849083	0.014635415	0.014026956
b1377	"Transport, Outer Membrane Porin"	P77747.fasta		FALSE		P77747	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b2215	"Transport, Outer Membrane Porin"	P06996.fasta	2J1N;2ZLE;2J4U;4A8D;3NB3	TRUE	2j1n	P06996	20763	56743	0.034931259	0.03276896	0.032527543	0.014917453	0.013984837	0.015830903	0.009821424	0.009795358	0.008966907	0.0161551	0.022307099	0.018651927	0.013910185	0.011981651	0.015171425	0.006702323	0.007191511	0.007236333	0.01271394	0.011950362	0.011529157	0.020935855	0.015862359	0.018924746	0.005850075	0.005462037	0.007118174	0.006245868	0.006210593	0.006206942	0.008612155	0.007726294	0.008150504	0.01039047	0.010569762	0.010008282	0.009850745	0.011283728	0.011717354	0.009978901	0.011405656	0.011471371	0.01490721	0.013819637	0.014598848	0.021708459	0.018582141	0.018860625	0.021064997	0.022141037	0.021356056	0.03380937	0.031735738	0.032193207	0.013703403	0.015105565	0.014552067	0.011930491	0.010464202	0.011150452	0.012059075	0.015788602	0.014135827	0.008558222	0.011851778	0.012849565	0.013292102	0.012109644	0.014644153
b1236	Cell Envelope Biosynthesis	P0AEP3.fasta	2E3D	TRUE	2e3d	P0AEP3	2233	3262	0.021310392	0.023190009	0.021312875	0.014159068	0.013710229	0.014090319	0.021983643	0.019472177	0.019055941	0.009344303	0.007930338	0.009745186	0.012287501	0.011079394	0.011839873	0.013345822	0.012033963	0.013337351	0.014467582	0.013232484	0.014200457	0.010594099	0.009057301	0.008897015	0.012095099	0.013204822	0.013693016	0.010502047	0.010924842	0.0106287	0.011340513	0.010738557	0.011208817	0.008925881	0.008987385	0.009134123	0.014557118	0.012678747	0.008147027	0.01279237	0.011644771	0.012221195	0.015240369	0.013398805	0.014798965	0.021799462	0.023127379	0.021321668	0.024511711	0.035000114	0.021639238	0.019772758	0.022685221	0.025347285	0.016435631	0.020571977	0.017398407	0.011887438	0.011125741	0.011262498	0.010999323	0.01275413	0.011073502	0.010843364	0.01050472	0.011274341	0.014398004	0.011817145	0.015908451
b4485	"Transport, Inner Membrane"	Q6BEX0.fasta		FALSE		Q6BEX0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b2148	"Transport, Inner Membrane"	P23200.fasta		FALSE		P23200	0	20	0.042255747	0.022425575	0.034822027	0.000543491	0.000459206	0.000724955	0.029847319	0.017313984	0.021506564	0.008351179	0.007642725	0.011094097	0.01462299	0.0106193	0.022076839	0.012981876	0.01735381	0.00197996	0.01061116	0.00634484	0.012840243	0.012246405	0.016439915	0.011930084	0.027061415	0.038942262	0.035802213	0.030546534	0.025988494	0.025425358	0.026646452	0.037200462	0.032432365	0.024725936	0.019076127	0.020479258	0.000228979	0.000888103	0.000306958	0.000111766	1.09E-05	2.83E-05	0.000774252	0.000157079	1.94E-05	0.00051334	0.001069292	0.000505331	0.00066079	0.001123497	2.09E-05	0.000234405	0.000517425	0.000150684	0.001435205	0.002459446	0.003868863	0.027217294	0.024990337	0.024121561	0.054245634	0.046762678	0.057966575	0.011913999	0.017211785	0.014743463	0.005303482	0.007635039	0.001442062
b4231	"Transport, Inner Membrane"	P37772.fasta		FALSE		P37772	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b4227	"Transport, Inner Membrane"	P39325.fasta	2VK2	TRUE	2vk2	P39325	17	69	0.012589995	0.007776147	0.005551702	0.002029677	0.001486619	0.002361051	0.005668936	0.005768153	0.00701763	0.012770691	0.010049174	0.010836263	0.01614583	0.016709554	0.022825466	0.010133839	0.01328494	0.010471259	0.00680532	0.00687088	0.006871965	0.009563481	0.008271162	0.008777096	0.009023169	0.009366795	0.011294817	0.019900944	0.020256147	0.018856401	0.028827628	0.024555372	0.027901386	0.035850259	0.039945925	0.044499736	0.029823541	0.030123461	0.030460343	0.028881819	0.025665879	0.02293721	0.003052005	0.002167709	0.002639685	0.00234706	0.002255178	0.002474108	0.002297961	0.004845338	0.002232995	0.002530604	0.001710362	0.001476839	0.003795827	0.003618644	0.003716753	0.013997216	0.013418238	0.015444427	0.052118939	0.070767662	0.061475636	0.008728678	0.014831611	0.016654732	0.004070549	0.003769095	0.004754485
b2150	"Transport, Inner Membrane"	P0AEE5.fasta	1GLG;2IPN;2FW0;2HPH;2IPL;2FVY;2QW1;2GBP;2IPM	TRUE	2fvy	P0AEE5	940	18836	0.019936011	0.015816203	0.015736943	0.002586437	0.002498385	0.002530901	0.017292197	0.017047898	0.01681144	0.01575012	0.012577713	0.015351612	0.022481381	0.023063916	0.022412225	0.013977513	0.016281705	0.012673904	0.014030961	0.01355265	0.013738444	0.014125849	0.014008018	0.014216459	0.01629345	0.014571691	0.016789841	0.02354596	0.023242208	0.02115604	0.019635104	0.017894721	0.018751824	0.015514535	0.015172895	0.015986222	0.002301212	0.002865867	0.002785987	0.002168514	0.002456954	0.002090974	0.002920884	0.002375356	0.002430243	0.002088806	0.002026771	0.001941268	0.002582054	0.003348404	0.002328506	0.002304971	0.002391765	0.002909363	0.004193771	0.004440606	0.004899001	0.028050342	0.029084735	0.028593151	0.066621385	0.071338082	0.068141033	0.01812656	0.021240085	0.021516384	0.008212113	0.007620252	0.006551224
b2149	"Transport, Inner Membrane"	P0AAG8.fasta		FALSE		P0AAG8	8	124	0.024677175	0.013828868	0.024283389	0.001852906	0.001833319	0.001726481	0.012904526	0.016287342	0.017991199	0.008289026	0.009246403	0.008242768	0.016250428	0.017080146	0.018311808	0.013096739	0.016710901	0.014685729	0.011232234	0.012305915	0.012843114	0.007192609	0.020018779	0.01524451	0.024286987	0.026044641	0.031481473	0.034963171	0.030925935	0.03516653	0.028103977	0.032870879	0.02795895	0.030953902	0.028243322	0.025463463	0.001716831	0.001992969	0.001506377	0.00205517	0.001388977	0.001498044	0.001953591	0.00175311	0.001307092	0.001634946	0.002111177	0.001442928	0.003395769	0.003081237	0.001840505	0.002198912	0.00135224	0.000822919	0.007576753	0.005286471	0.006192961	0.027355216	0.023988464	0.020867666	0.038588034	0.03466973	0.051176455	0.013744358	0.019452109	0.018039995	0.008863849	0.011424341	0.007121262
b4230	"Transport, Inner Membrane"	P39328.fasta		FALSE		P39328	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b2943	"Transport, Inner Membrane"	P0AEP1.fasta		FALSE		P0AEP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b0241	"Transport, Outer Membrane Porin"	P02932.fasta	1PHO	FALSE		P02932	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b1377	"Transport, Outer Membrane Porin"	P77747.fasta		FALSE		P77747	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b0929	"Transport, Outer Membrane Porin"	P02931.fasta	4JFB;4GCS;2OMF;1GFP;4LSH;1MPF;1OPF;4GCQ;1HXX;2ZLD;3HWB;2ZFG;4GCP;4LSF;3POQ;3POX;4LSE;1GFO;1HXU;3HW9;3FYX;1GFQ;4LSI;1GFM;3K1B;1BT9;1GFN;3K19;4D5U;1HXT;3POU;3O0E	TRUE	2zfg	P02931	25214	18617	0.007986498	0.008605269	0.009121393	0.01381641	0.012977421	0.012998006	0.035736899	0.037576169	0.033921168	0.011354369	0.008360076	0.011429677	0.020837678	0.018893555	0.018230866	0.023081949	0.02296473	0.018336463	0.019864888	0.018661828	0.019814661	0.014842973	0.015435737	0.011099401	0.024218135	0.02325283	0.024833893	0.022938705	0.024506761	0.025141807	0.018298739	0.018388835	0.017948559	0.012601907	0.013920778	0.013625467	0.004091897	0.004408394	0.004386778	0.004718225	0.004787074	0.004658248	0.011475393	0.01256222	0.01318405	0.00625275	0.005969905	0.006133041	0.004669693	0.003472356	0.005978725	0.006573473	0.006506253	0.006846866	0.012106259	0.012531062	0.01301859	0.016238311	0.016757606	0.018750995	0.010682638	0.010884863	0.010402775	0.020339448	0.015501176	0.014974983	0.016849083	0.014635415	0.014026956
b2215	"Transport, Outer Membrane Porin"	P06996.fasta	2J1N;2ZLE;2J4U;4A8D;3NB3	TRUE	2j1n	P06996	20763	56743	0.034931259	0.03276896	0.032527543	0.014917453	0.013984837	0.015830903	0.009821424	0.009795358	0.008966907	0.0161551	0.022307099	0.018651927	0.013910185	0.011981651	0.015171425	0.006702323	0.007191511	0.007236333	0.01271394	0.011950362	0.011529157	0.020935855	0.015862359	0.018924746	0.005850075	0.005462037	0.007118174	0.006245868	0.006210593	0.006206942	0.008612155	0.007726294	0.008150504	0.01039047	0.010569762	0.010008282	0.009850745	0.011283728	0.011717354	0.009978901	0.011405656	0.011471371	0.01490721	0.013819637	0.014598848	0.021708459	0.018582141	0.018860625	0.021064997	0.022141037	0.021356056	0.03380937	0.031735738	0.032193207	0.013703403	0.015105565	0.014552067	0.011930491	0.010464202	0.011150452	0.012059075	0.015788602	0.014135827	0.008558222	0.011851778	0.012849565	0.013292102	0.012109644	0.014644153
b3666	"Transport, Inner Membrane"	P0AGC0.fasta		FALSE		P0AGC0	N/A	N/A	0.001526167	0.002665603	0.000530406	0.001025235	0.001874372	0.001260437	0.000682242	0.001011316	0.000658812	0.00059555	0.000409721	0.000992596	1.46E-05	0.000531166	4.20E-05	1.50E-05	7.13E-05	1.49E-05	1.51E-05	1.50E-05	1.52E-05	0.000614809	1.39E-05	1.41E-05	0.000257452	0.001409174	0.000457052	0.193500657	0.15373626	0.159361561	0.102646592	0.130009257	0.107164537	0.053701556	0.038897985	0.040468569	0.000202372	0.000332847	0.00022001	0.000380389	1.41E-05	7.04E-05	1.66E-05	1.63E-05	1.67E-05	0.000169646	4.73E-05	0.000381104	2.24E-05	3.85E-05	1.76E-05	9.15E-05	0.000138285	0.00020498	0.000312154	1.62E-05	1.61E-05	2.71E-05	1.52E-05	0.000142976	1.29E-05	1.26E-05	0.000423294	1.49E-05	0.000215744	0.00013901	1.71E-05	1.67E-05	1.69E-05
b1377	"Transport, Outer Membrane Porin"	P77747.fasta		FALSE		P77747	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b0241	"Transport, Outer Membrane Porin"	P02932.fasta	1PHO	FALSE		P02932	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b2215	"Transport, Outer Membrane Porin"	P06996.fasta	2J1N;2ZLE;2J4U;4A8D;3NB3	TRUE	2j1n	P06996	20763	56743	0.034931259	0.03276896	0.032527543	0.014917453	0.013984837	0.015830903	0.009821424	0.009795358	0.008966907	0.0161551	0.022307099	0.018651927	0.013910185	0.011981651	0.015171425	0.006702323	0.007191511	0.007236333	0.01271394	0.011950362	0.011529157	0.020935855	0.015862359	0.018924746	0.005850075	0.005462037	0.007118174	0.006245868	0.006210593	0.006206942	0.008612155	0.007726294	0.008150504	0.01039047	0.010569762	0.010008282	0.009850745	0.011283728	0.011717354	0.009978901	0.011405656	0.011471371	0.01490721	0.013819637	0.014598848	0.021708459	0.018582141	0.018860625	0.021064997	0.022141037	0.021356056	0.03380937	0.031735738	0.032193207	0.013703403	0.015105565	0.014552067	0.011930491	0.010464202	0.011150452	0.012059075	0.015788602	0.014135827	0.008558222	0.011851778	0.012849565	0.013292102	0.012109644	0.014644153
b0929	"Transport, Outer Membrane Porin"	P02931.fasta	4JFB;4GCS;2OMF;1GFP;4LSH;1MPF;1OPF;4GCQ;1HXX;2ZLD;3HWB;2ZFG;4GCP;4LSF;3POQ;3POX;4LSE;1GFO;1HXU;3HW9;3FYX;1GFQ;4LSI;1GFM;3K1B;1BT9;1GFN;3K19;4D5U;1HXT;3POU;3O0E	TRUE	2zfg	P02931	25214	18617	0.007986498	0.008605269	0.009121393	0.01381641	0.012977421	0.012998006	0.035736899	0.037576169	0.033921168	0.011354369	0.008360076	0.011429677	0.020837678	0.018893555	0.018230866	0.023081949	0.02296473	0.018336463	0.019864888	0.018661828	0.019814661	0.014842973	0.015435737	0.011099401	0.024218135	0.02325283	0.024833893	0.022938705	0.024506761	0.025141807	0.018298739	0.018388835	0.017948559	0.012601907	0.013920778	0.013625467	0.004091897	0.004408394	0.004386778	0.004718225	0.004787074	0.004658248	0.011475393	0.01256222	0.01318405	0.00625275	0.005969905	0.006133041	0.004669693	0.003472356	0.005978725	0.006573473	0.006506253	0.006846866	0.012106259	0.012531062	0.01301859	0.016238311	0.016757606	0.018750995	0.010682638	0.010884863	0.010402775	0.020339448	0.015501176	0.014974983	0.016849083	0.014635415	0.014026956
b1817	"Transport, Inner Membrane"	P69797.fasta	1VRC;1PDO;2JZO;2JZH;2JZN;1VSQ	FALSE		P69797	1237	1463	0.013732713	0.012021868	0.012757327	0.010111432	0.010496101	0.009714466	0.00838874	0.008667011	0.009187657	0.008627505	0.008449596	0.008768091	0.007581222	0.00844405	0.008518659	0.027583322	0.024368234	0.028177696	0.011455886	0.012460387	0.012827361	0.004575557	0.005651185	0.004704142	0.053100453	0.053763537	0.046759433	0.037305146	0.034963535	0.037453903	0.022572826	0.02579703	0.024908032	0.013599493	0.013878341	0.013663846	0.0088054	0.009532399	0.00892239	0.008785071	0.007474338	0.007796565	0.010958122	0.009911475	0.009398588	0.004221596	0.006636244	0.006423079	0.008748526	0.011871922	0.009815634	0.007442163	0.009070633	0.009558774	0.010903573	0.011146579	0.01167022	0.015037514	0.016996224	0.017627305	0.006903134	0.007002953	0.006805454	0.007850308	0.007670398	0.009428645	0.019648396	0.020364071	0.020536524
b2416	"Transport, Inner Membrane"	P08839.fasta	3EZE;2KX9;2L5H;2EZA;1EZC;1EZB;3EZA;3EZB;1EZA;2EZB;2XDF;2EZC;2HWG;1EZD;2MP0;2N5T;1ZYM	TRUE	2hwg	P08839	10438	5143	0.014075444	0.015964088	0.014142234	0.028525466	0.026368431	0.027664302	0.01189606	0.012513417	0.011978975	0.007068169	0.008219418	0.007220273	0.00844301	0.008870531	0.009213078	0.0176192	0.016675699	0.018669565	0.010938448	0.011268552	0.011216021	0.008375268	0.008373854	0.008777948	0.019787908	0.018919496	0.018943209	0.013483592	0.013862069	0.014247731	0.011506071	0.010886017	0.011003035	0.008711574	0.00919252	0.009583423	0.008333219	0.008890407	0.00820681	0.009635953	0.009865835	0.009475705	0.029787891	0.028060296	0.028637556	0.012877407	0.016675249	0.015052708	0.017732434	0.019017679	0.020077394	0.016712703	0.017365986	0.016658894	0.012986607	0.012362871	0.013303377	0.014213807	0.01458238	0.015166446	0.012076666	0.01274517	0.012137735	0.007904976	0.009323152	0.009764695	0.02501996	0.025220228	0.025923708
b2415	"Transport, Inner Membrane"	P0AA04.fasta	3EZE;1CM2;1PFH;2LRL;1VRC;2LRK;3EZA;3EZB;2JEL;1OPD;4XWJ;2XDF;1GGR;3CCD;1CM3;1POH;1J6T;1HDN	TRUE	3ccd	P0AA04	22358	16005	0.014268868	0.014720842	0.015241334	0.020785522	0.022379394	0.021844433	0.017296133	0.016871366	0.015769121	0.009448977	0.008379883	0.008198276	0.010184238	0.01124837	0.010500845	0.019214133	0.019538047	0.016798142	0.010024888	0.011875199	0.011868088	0.012262629	0.011066976	0.010781208	0.018081921	0.018791739	0.01492159	0.012242295	0.011907776	0.010247485	0.008443361	0.008645707	0.008834189	0.00545894	0.006252984	0.005561337	0.008225795	0.008411871	0.009450566	0.009255444	0.009442211	0.009523408	0.021543848	0.023426307	0.022649259	0.018790743	0.01486305	0.022982867	0.021914956	0.022540842	0.021724305	0.024773719	0.02249732	0.022887299	0.009219015	0.009011348	0.0098204	0.015310004	0.014372378	0.016241693	0.011075068	0.010881109	0.009314307	0.013171404	0.013733553	0.013402921	0.023433996	0.025772616	0.02038014
b1819	"Transport, Inner Membrane"	P69805.fasta		FALSE		P69805	111	111	0.011996307	0.008053095	0.011673723	0.008732854	0.00834137	0.008377578	0.00620808	0.006374892	0.006795943	0.005627491	0.006991225	0.005943639	0.00590393	0.006044292	0.006893828	0.024750568	0.025939974	0.025405107	0.007827583	0.009441229	0.009622827	0.003055118	0.006281806	0.005144415	0.062534771	0.069620599	0.060109088	0.043840668	0.040491946	0.046612149	0.030099788	0.035368521	0.032899415	0.019481814	0.020281711	0.019861651	0.007475495	0.0078972	0.007179244	0.007022243	0.005213688	0.00611813	0.008412161	0.007638559	0.00826355	0.00448603	0.003185962	0.006304101	0.010318359	0.0140822	0.012865117	0.007818095	0.008031146	0.007966128	0.008554691	0.008620169	0.008892169	0.013959791	0.014590645	0.012831901	0.005345233	0.003702418	0.004630506	0.004288275	0.00532514	0.005557903	0.013902902	0.018755675	0.018136182
b1818	"Transport, Inner Membrane"	P69801.fasta		FALSE		P69801	202	293	0.012745149	0.007034203	0.012312942	0.011406827	0.009703742	0.008896432	0.00568133	0.007076526	0.011448775	0.003932973	0.005651595	0.004261094	0.006241569	0.007457698	0.00821569	0.024762155	0.02540934	0.012479192	0.010544967	0.013532282	0.008565501	0.006517292	0.007630523	0.008767221	0.060753962	0.068236574	0.059201163	0.037615458	0.032952911	0.062605489	0.018304125	0.037564783	0.025963947	0.017022459	0.02185428	0.021647474	0.001404911	0.004831806	0.003593863	0.006024985	0.003351613	0.003127085	0.010573854	0.008075171	0.012561642	0.003354545	0.005319344	0.006347163	0.003255004	0.013285583	0.009889605	0.004759999	0.009811579	0.004773839	0.010982427	0.007814998	0.010125507	0.011922895	0.016243145	0.01225309	0.005054956	0.007452786	0.006841366	0.008128326	0.005340336	0.010083616	0.018179471	0.029499634	0.021738209
b2215	"Transport, Outer Membrane Porin"	P06996.fasta	2J1N;2ZLE;2J4U;4A8D;3NB3	TRUE	2j1n	P06996	20763	56743	0.034931259	0.03276896	0.032527543	0.014917453	0.013984837	0.015830903	0.009821424	0.009795358	0.008966907	0.0161551	0.022307099	0.018651927	0.013910185	0.011981651	0.015171425	0.006702323	0.007191511	0.007236333	0.01271394	0.011950362	0.011529157	0.020935855	0.015862359	0.018924746	0.005850075	0.005462037	0.007118174	0.006245868	0.006210593	0.006206942	0.008612155	0.007726294	0.008150504	0.01039047	0.010569762	0.010008282	0.009850745	0.011283728	0.011717354	0.009978901	0.011405656	0.011471371	0.01490721	0.013819637	0.014598848	0.021708459	0.018582141	0.018860625	0.021064997	0.022141037	0.021356056	0.03380937	0.031735738	0.032193207	0.013703403	0.015105565	0.014552067	0.011930491	0.010464202	0.011150452	0.012059075	0.015788602	0.014135827	0.008558222	0.011851778	0.012849565	0.013292102	0.012109644	0.014644153
b0929	"Transport, Outer Membrane Porin"	P02931.fasta	4JFB;4GCS;2OMF;1GFP;4LSH;1MPF;1OPF;4GCQ;1HXX;2ZLD;3HWB;2ZFG;4GCP;4LSF;3POQ;3POX;4LSE;1GFO;1HXU;3HW9;3FYX;1GFQ;4LSI;1GFM;3K1B;1BT9;1GFN;3K19;4D5U;1HXT;3POU;3O0E	TRUE	2zfg	P02931	25214	18617	0.007986498	0.008605269	0.009121393	0.01381641	0.012977421	0.012998006	0.035736899	0.037576169	0.033921168	0.011354369	0.008360076	0.011429677	0.020837678	0.018893555	0.018230866	0.023081949	0.02296473	0.018336463	0.019864888	0.018661828	0.019814661	0.014842973	0.015435737	0.011099401	0.024218135	0.02325283	0.024833893	0.022938705	0.024506761	0.025141807	0.018298739	0.018388835	0.017948559	0.012601907	0.013920778	0.013625467	0.004091897	0.004408394	0.004386778	0.004718225	0.004787074	0.004658248	0.011475393	0.01256222	0.01318405	0.00625275	0.005969905	0.006133041	0.004669693	0.003472356	0.005978725	0.006573473	0.006506253	0.006846866	0.012106259	0.012531062	0.01301859	0.016238311	0.016757606	0.018750995	0.010682638	0.010884863	0.010402775	0.020339448	0.015501176	0.014974983	0.016849083	0.014635415	0.014026956
